	counts
RELCH	77.0
TNFRSF11A	19.0
ZCCHC2	88.0
PHLPP1	18.0
BCL2	23.0
KDSR	286.0
VPS4B	574.0
SERPINB5	1.0
SERPINB12	0.0
SERPINB13	0.0
SERPINB4	1.0
SERPINB11	0.0
SERPINB3	1.0
SERPINB7	4.0
SERPINB2	84.0
SERPINB10	2.0
HMSD	8.0
SERPINB8	47.0
CDH7	0.0
CDH19	0.0
DSEL	56.0
TMX3	157.0
CCDC102B	17.0
DOK6	11.0
CD226	17.0
RTTN	20.0
SOCS6	103.0
CBLN2	1.0
NETO1	6.0
FBXO15	14.0
TIMM21	96.0
CYB5A	304.0
C18orf63	0.0
DIPK1C	5.0
CNDP2	364.0
CNDP1	1.0
ZNF407	22.0
PTGR3	117.0
TSHZ1	148.0
SMIM21	0.0
ZNF516	146.0
ZNF236	60.0
MBP	107.0
GALR1	0.0
SALL3	0.0
ATP9B	47.0
NFATC1	79.0
CTDP1	114.0
KCNG2	0.0
SLC66A2	153.0
HSBP1L1	157.0
TXNL4A	349.0
RBFA	68.0
ADNP2	68.0
PARD6G	45.0
OR4F17	0.0
PLPP2	311.0
MIER2	55.0
THEG	0.0
C2CD4C	1.0
SHC2	112.0
ODF3L2	2.0
MADCAM1	4.0
TPGS1	20.0
CDC34	213.0
GZMM	9.0
BSG	781.0
HCN2	1.0
POLRMT	126.0
FGF22	2.0
RNF126	122.0
FSTL3	185.0
PRSS57	0.0
PALM	92.0
MISP	261.0
PTBP1	839.0
PLPPR3	0.0
AZU1	0.0
PRTN3	0.0
ELANE	0.0
CFD	119.0
MED16	122.0
R3HDM4	104.0
KISS1R	9.0
ARID3A	95.0
WDR18	168.0
GRIN3B	0.0
TMEM259	412.0
CNN2	482.0
ABCA7	75.0
ARHGAP45	117.0
POLR2E	305.0
GPX4	2630.0
SBNO2	299.0
STK11	128.0
CBARP	7.0
ATP5F1D	417.0
MIDN	492.0
CIRBP	1100.0
FAM174C	178.0
EFNA2	3.0
PWWP3A	137.0
NDUFS7	384.0
GAMT	17.0
DAZAP1	238.0
RPS15	7322.0
APC2	0.0
C19orf25	190.0
PCSK4	28.0
REEP6	7.0
ADAMTSL5	1.0
PLK5	0.0
MEX3D	202.0
MBD3	237.0
UQCR11	3945.0
TCF3	158.0
ONECUT3	0.0
ATP8B3	8.0
REXO1	33.0
KLF16	89.0
ABHD17A	156.0
SCAMP4	71.0
ADAT3	5.0
CSNK1G2	203.0
BTBD2	107.0
MKNK2	136.0
MOB3A	72.0
IZUMO4	11.0
AP3D1	464.0
DOT1L	44.0
PLEKHJ1	235.0
SF3A2	49.0
AMH	1.0
JSRP1	39.0
OAZ1	2897.0
PEAK3	0.0
LINGO3	0.0
LSM7	1451.0
SPPL2B	184.0
TMPRSS9	0.0
TIMM13	613.0
LMNB2	105.0
GADD45B	234.0
GNG7	29.0
DIRAS1	9.0
SLC39A3	86.0
SGTA	222.0
THOP1	119.0
ZNF554	25.0
ZNF555	21.0
ZNF556	8.0
ZNF57	18.0
ZNF77	18.0
TLE6	10.0
TLE2	58.0
TLE5	840.0
GNA11	203.0
GNA15	44.0
S1PR4	11.0
NCLN	184.0
CELF5	4.0
NFIC	269.0
SMIM24	13.0
SMIM44	0.0
DOHH	33.0
FZR1	118.0
MFSD12	175.0
TEKTIP1	0.0
HMG20B	232.0
GIPC3	1.0
TBXA2R	11.0
CACTIN	41.0
PIP5K1C	46.0
TJP3	69.0
APBA3	37.0
MRPL54	427.0
RAX2	0.0
MATK	8.0
ZFR2	4.0
ATCAY	0.0
NMRK2	0.0
DAPK3	160.0
EEF2	2783.0
PIAS4	91.0
ZBTB7A	136.0
MAP2K2	338.0
CREB3L3	0.0
SIRT6	68.0
ANKRD24	3.0
EBI3	3.0
YJU2	61.0
SHD	0.0
TMIGD2	1.0
FSD1	0.0
STAP2	106.0
MPND	67.0
SH3GL1	224.0
CHAF1A	37.0
UBXN6	468.0
HDGFL2	126.0
PLIN4	3.0
PLIN5	6.0
LRG1	55.0
SEMA6B	44.0
TNFAIP8L1	41.0
MYDGF	989.0
DPP9	200.0
FEM1A	150.0
TICAM1	20.0
PLIN3	294.0
ARRDC5	3.0
UHRF1	50.0
KDM4B	100.0
PTPRS	380.0
ZNRF4	0.0
TINCR	0.0
SAFB2	111.0
SAFB	170.0
RPL36	9231.0
MICOS13	626.0
HSD11B1L	43.0
LONP1	367.0
CATSPERD	0.0
PRR22	15.0
DUS3L	72.0
NRTN	1.0
FUT6	0.0
FUT3	18.0
FUT5	0.0
NDUFA11	1982.0
VMAC	11.0
CAPS	227.0
RANBP3	96.0
RFX2	21.0
ACSBG2	1.0
MLLT1	195.0
ACER1	0.0
CLPP	214.0
ALKBH7	965.0
PSPN	19.0
GTF2F1	164.0
KHSRP	146.0
SLC25A41	3.0
SLC25A23	163.0
CRB3	169.0
DENND1C	5.0
TUBB4A	15.0
TNFSF9	6.0
CD70	2.0
TNFSF14	20.0
C3	3719.0
GPR108	233.0
TRIP10	122.0
SH2D3A	49.0
VAV1	32.0
ADGRE1	2.0
MBD3L2B	0.0
MBD3L5	0.0
MBD3L4	0.0
MBD3L2	0.0
MBD3L3	0.0
ZNF557	38.0
INSR	128.0
ARHGEF18	71.0
PEX11G	40.0
TEX45	1.0
ZNF358	81.0
MCOLN1	100.0
PNPLA6	101.0
CAMSAP3	51.0
XAB2	112.0
PET100	1375.0
PCP2	5.0
STXBP2	140.0
RETN	2.0
MCEMP1	6.0
TRAPPC5	233.0
FCER2	0.0
CLEC4G	0.0
CD209	1.0
CLEC4M	0.0
EVI5L	33.0
PRR36	32.0
LRRC8E	25.0
MAP2K7	82.0
TGFBR3L	5.0
SNAPC2	70.0
CTXN1	67.0
TIMM44	179.0
ELAVL1	276.0
CCL25	0.0
FBN3	35.0
CERS4	89.0
CD320	272.0
NDUFA7	567.0
RPS28	7944.0
KANK3	8.0
ANGPTL4	543.0
RAB11B	233.0
MARCHF2	63.0
HNRNPM	665.0
PRAM1	46.0
ZNF414	13.0
MYO1F	154.0
ADAMTS10	44.0
NFILZ	0.0
ACTL9	0.0
OR2Z1	0.0
ZNF558	70.0
MBD3L1	1.0
MUC16	1500.0
OR1M1	0.0
OR7G2	0.0
OR7G1	0.0
OR7G3	0.0
ZNF317	106.0
OR7D2	0.0
OR7D4	0.0
OR7E24	0.0
ZNF699	6.0
ZNF559	58.0
ZNF177	15.0
ZNF266	76.0
ZNF560	0.0
ZNF426	76.0
ZNF121	89.0
ZNF561	59.0
ZNF562	32.0
ZNF846	27.0
FBXL12	99.0
UBL5	3161.0
PIN1	377.0
OLFM2	7.0
COL5A3	110.0
RDH8	0.0
SHFL	114.0
ANGPTL6	5.0
PPAN	111.0
P2RY11	20.0
EIF3G	375.0
DNMT1	143.0
S1PR2	41.0
MRPL4	233.0
ICAM1	111.0
ICAM4	6.0
ICAM5	12.0
ZGLP1	25.0
FDX2	150.0
RAVER1	49.0
ICAM3	53.0
TYK2	89.0
CDC37	368.0
PDE4A	77.0
KEAP1	358.0
S1PR5	7.0
ATG4D	83.0
KRI1	149.0
CDKN2D	58.0
AP1M2	127.0
SLC44A2	374.0
ILF3	487.0
QTRT1	296.0
DNM2	205.0
TMED1	391.0
C19orf38	13.0
CARM1	115.0
YIPF2	238.0
TIMM29	71.0
SMARCA4	252.0
LDLR	127.0
SPC24	48.0
KANK2	225.0
DOCK6	99.0
ANGPTL8	0.0
TSPAN16	0.0
RAB3D	125.0
TMEM205	545.0
CCDC159	41.0
PLPPR2	110.0
SWSAP1	54.0
EPOR	60.0
RGL3	147.0
ODAD3	30.0
PRKCSH	375.0
ELAVL3	0.0
ZNF653	7.0
ECSIT	90.0
CNN1	63.0
ELOF1	189.0
ZNF627	99.0
ACP5	202.0
ZNF823	26.0
ZNF441	32.0
ZNF491	3.0
ZNF440	14.0
ZNF439	44.0
ZNF69	15.0
ZNF700	109.0
ZNF763	23.0
ZNF433	20.0
ZNF878	0.0
ZNF844	59.0
ZNF20	16.0
ZNF625	17.0
ZNF136	54.0
ZNF44	37.0
ZNF563	19.0
ZNF442	9.0
ZNF799	11.0
ZNF443	16.0
ZNF709	14.0
ZNF564	46.0
ZNF490	16.0
ZNF791	61.0
MAN2B1	195.0
WDR83	48.0
WDR83OS	1247.0
DHPS	198.0
GNG14	0.0
FBXW9	72.0
TNPO2	121.0
TRIR	939.0
GET3	310.0
BEST2	0.0
HOOK2	155.0
JUNB	516.0
PRDX2	686.0
THSD8	0.0
RNASEH2A	38.0
RTBDN	0.0
MAST1	4.0
DNASE2	260.0
KLF1	4.0
GCDH	85.0
SYCE2	4.0
FARSA	132.0
CALR	2389.0
RAD23A	261.0
GADD45GIP1	581.0
DAND5	1.0
NFIX	119.0
LYL1	26.0
TRMT1	84.0
NACC1	123.0
STX10	163.0
IER2	292.0
CACNA1A	44.0
YJU2B	172.0
MRI1	239.0
C19orf53	3843.0
ZSWIM4	36.0
NANOS3	5.0
BRME1	19.0
CC2D1A	205.0
PODNL1	127.0
DCAF15	170.0
RFX1	70.0
RLN3	0.0
IL27RA	35.0
PALM3	16.0
MISP3	37.0
C19orf67	0.0
SAMD1	132.0
PRKACA	208.0
SMIM46	0.0
ASF1B	106.0
ADGRL1	193.0
ADGRE5	398.0
DDX39A	515.0
PKN1	303.0
PTGER1	3.0
GIPC1	830.0
DNAJB1	605.0
TECR	252.0
NDUFB7	3159.0
CLEC17A	0.0
ADGRE3	0.0
ZNF333	68.0
ADGRE2	57.0
OR7C1	0.0
OR7A5	0.0
OR7A10	0.0
OR7A17	1.0
OR7C2	0.0
SLC1A6	2.0
CCDC105	0.0
CASP14	0.0
OR1I1	1.0
SYDE1	98.0
ILVBL	630.0
NOTCH3	460.0
EPHX3	4.0
BRD4	261.0
AKAP8	176.0
AKAP8L	175.0
WIZ	195.0
RASAL3	17.0
PGLYRP2	0.0
CYP4F22	0.0
CYP4F8	0.0
CYP4F3	35.0
CYP4F12	1.0
OR10H2	0.0
OR10H3	0.0
OR10H5	0.0
OR10H1	0.0
CYP4F2	0.0
CYP4F11	16.0
OR10H4	0.0
TPM4	2519.0
RAB8A	121.0
HSH2D	33.0
CIB3	0.0
FAM32A	501.0
AP1M1	134.0
KLF2	186.0
EPS15L1	44.0
CALR3	0.0
C19orf44	43.0
CHERP	277.0
SLC35E1	355.0
MED26	65.0
SMIM7	886.0
TMEM38A	27.0
NWD1	6.0
SIN3B	112.0
F2RL3	7.0
CPAMD8	34.0
HAUS8	99.0
MYO9B	491.0
USE1	265.0
OCEL1	168.0
NR2F6	1569.0
USHBP1	28.0
BABAM1	301.0
ANKLE1	4.0
ABHD8	68.0
MRPL34	735.0
DDA1	286.0
ANO8	79.0
GTPBP3	114.0
PLVAP	66.0
CCDC194	9.0
BST2	2284.0
MVB12A	276.0
TMEM221	62.0
NXNL1	0.0
SLC27A1	165.0
PGLS	359.0
NIBAN3	2.0
COLGALT1	416.0
UNC13A	1.0
MAP1S	128.0
FCHO1	93.0
B3GNT3	276.0
INSL3	2.0
JAK3	76.0
RPL18A	13739.0
SLC5A5	47.0
CCDC124	330.0
KCNN1	13.0
ARRDC2	226.0
IL12RB1	15.0
MAST3	104.0
PIK3R2	206.0
IFI30	1213.0
MPV17L2	55.0
RAB3A	7.0
PDE4C	6.0
ENSG00000284797	307.0
IQCN	14.0
JUND	312.0
LSM4	1515.0
PGPEP1	101.0
GDF15	99.0
LRRC25	55.0
SSBP4	554.0
ISYNA1	234.0
ELL	117.0
FKBP8	362.0
KXD1	333.0
UBA52	7802.0
CRLF1	11.0
REX1BD	519.0
TMEM59L	2.0
KLHL26	36.0
CRTC1	84.0
COMP	1186.0
UPF1	303.0
GDF1	0.0
CERS1	13.0
COPE	1109.0
DDX49	212.0
HOMER3	200.0
SUGP2	325.0
ARMC6	138.0
SLC25A42	36.0
TMEM161A	116.0
MEF2B	13.0
BORCS8	231.0
RFXANK	549.0
NR2C2AP	213.0
NCAN	0.0
HAPLN4	0.0
TM6SF2	5.0
SUGP1	111.0
MAU2	253.0
GATAD2A	167.0
TSSK6	8.0
NDUFA13	5883.0
YJEFN3	44.0
CILP2	93.0
PBX4	18.0
LPAR2	97.0
GMIP	82.0
ATP13A1	179.0
ZNF101	45.0
ZNF14	65.0
ZNF506	131.0
ZNF253	50.0
ZNF93	37.0
ZNF682	57.0
ZNF90	213.0
ZNF486	22.0
ZNF737	73.0
ZNF626	101.0
ZNF66	3.0
ZNF85	120.0
ZNF430	48.0
ZNF714	40.0
ZNF431	115.0
ZNF708	33.0
ZNF738	64.0
ZNF493	94.0
ZNF429	80.0
ZNF100	66.0
ZNF43	119.0
ZNF208	2.0
ZNF257	3.0
ZNF676	0.0
ZNF729	1.0
ZNF98	0.0
ZNF492	7.0
ZNF99	0.0
ZNF723	0.0
ZNF728	0.0
ZNF730	1.0
ZNF724	5.0
ZNF91	132.0
ZNF675	65.0
ZNF681	82.0
RPSA2	638.0
ZNF726	17.0
ZNF254	99.0
UQCRFS1	875.0
VSTM2B	0.0
POP4	237.0
PLEKHF1	91.0
C19orf12	161.0
CCNE1	36.0
URI1	357.0
ZNF536	0.0
TSHZ3	46.0
ZNF507	137.0
DPY19L3	130.0
PDCD5	1239.0
ANKRD27	104.0
RGS9BP	2.0
NUDT19	89.0
TDRD12	5.0
SLC7A9	8.0
CEP89	161.0
FAAP24	31.0
RHPN2	294.0
GPATCH1	54.0
WDR88	1.0
LRP3	41.0
SLC7A10	0.0
CEBPA	33.0
CEBPG	146.0
PEPD	228.0
CHST8	0.0
KCTD15	98.0
LSM14A	537.0
GARRE1	133.0
GPI	851.0
PDCD2L	50.0
UBA2	624.0
WTIP	114.0
SCGB2B2	4.0
ZNF302	204.0
ZNF181	54.0
ZNF599	73.0
ZNF30	14.0
ZNF792	27.0
GRAMD1A	337.0
SCN1B	18.0
HPN	136.0
FXYD3	1148.0
LGI4	5.0
FXYD1	61.0
FXYD7	0.0
FXYD5	182.0
FAM187B	0.0
LSR	256.0
USF2	369.0
HAMP	141.0
MAG	61.0
CD22	22.0
FFAR1	1.0
FFAR3	0.0
GPR42	0.0
FFAR2	1.0
KRTDAP	5.0
DMKN	659.0
SBSN	11.0
GAPDHS	0.0
TMEM147	742.0
ATP4A	1.0
PMIS2	0.0
HAUS5	83.0
RBM42	224.0
ETV2	22.0
COX6B1	3899.0
UPK1A	1.0
ZBTB32	0.0
KMT2B	203.0
IGFLR1	144.0
U2AF1L4	109.0
PSENEN	419.0
LIN37	92.0
HSPB6	5.0
PROSER3	32.0
ARHGAP33	28.0
PRODH2	0.0
NPHS1	0.0
KIRREL2	9.0
APLP1	137.0
NFKBID	39.0
HCST	86.0
TYROBP	913.0
LRFN3	23.0
SDHAF1	117.0
SYNE4	121.0
ALKBH6	47.0
CLIP3	53.0
THAP8	81.0
WDR62	14.0
OVOL3	0.0
POLR2I	903.0
TBCB	684.0
CAPNS1	579.0
COX7A1	48.0
ZNF565	16.0
ZNF146	368.0
ZFP14	54.0
ZFP82	51.0
ZNF566	49.0
ZNF260	123.0
ZNF529	93.0
ZNF382	30.0
ZNF461	54.0
ZNF567	67.0
ZNF850	34.0
ZNF790	42.0
ZNF345	56.0
ZNF829	19.0
ZNF568	97.0
ZNF420	30.0
ZNF585A	138.0
ZNF585B	37.0
ZNF383	95.0
ZNF875	88.0
ZNF527	28.0
ZNF569	23.0
ZNF570	27.0
ZNF793	25.0
ZNF540	10.0
ZNF571	16.0
ZFP30	57.0
ZNF607	61.0
ZNF573	10.0
WDR87	0.0
SIPA1L3	54.0
DPF1	2.0
SPINT2	6243.0
PPP1R14A	214.0
YIF1B	227.0
C19orf33	4094.0
KCNK6	35.0
CATSPERG	14.0
PSMD8	1257.0
GGN	3.0
SPRED3	23.0
FAM98C	96.0
RASGRP4	7.0
RYR1	12.0
MAP4K1	19.0
EIF3K	2405.0
ACTN4	1071.0
CAPN12	41.0
LGALS7	0.0
LGALS7B	16.0
LGALS4	4.0
ECH1	364.0
HNRNPL	332.0
RINL	96.0
SIRT2	566.0
NFKBIB	61.0
CCER2	7.0
SARS2	80.0
MRPS12	860.0
FBXO17	130.0
FBXO27	34.0
ACP7	1.0
PAK4	63.0
NCCRP1	6.0
SYCN	0.0
IFNL3	0.0
IFNL4	0.0
IFNL2	1.0
IFNL1	0.0
LRFN1	11.0
GMFG	154.0
SAMD4B	230.0
PAF1	136.0
MED29	277.0
ZFP36	155.0
PLEKHG2	98.0
RPS16	14477.0
SUPT5H	352.0
TIMM50	355.0
DLL3	7.0
SELENOV	1.0
EID2B	24.0
EID2	136.0
LGALS13	0.0
LGALS16	0.0
LGALS14	1.0
CLC	0.0
LEUTX	0.0
DYRK1B	95.0
ENSG00000291312	0.0
FBL	532.0
FCGBP	40.0
PSMC4	397.0
ZNF546	16.0
ZNF780B	95.0
ZNF780A	61.0
MAP3K10	13.0
TTC9B	0.0
CCNP	1.0
AKT2	278.0
C19orf47	18.0
PLD3	821.0
HIPK4	0.0
PRX	14.0
SERTAD1	283.0
SERTAD3	114.0
BLVRB	1608.0
SPTBN4	17.0
SHKBP1	95.0
LTBP4	80.0
NUMBL	73.0
COQ8B	162.0
ITPKC	111.0
ACTMAP	19.0
SNRPA	147.0
MIA	11.0
RAB4B	114.0
EGLN2	441.0
CYP2A6	0.0
CYP2A7	0.0
CYP2B6	0.0
CYP2A13	0.0
CYP2F1	0.0
CYP2S1	38.0
AXL	166.0
HNRNPUL1	430.0
TGFB1	62.0
CCDC97	100.0
TMEM91	56.0
B9D2	84.0
EXOSC5	230.0
BCKDHA	189.0
B3GNT8	54.0
DMAC2	118.0
ERICH4	0.0
CEACAM21	3.0
CEACAM4	1.0
CEACAM7	0.0
CEACAM5	0.0
CEACAM6	0.0
CEACAM3	1.0
LYPD4	0.0
DMRTC2	5.0
RPS19	19778.0
CD79A	0.0
ARHGEF1	337.0
ERFL	2.0
RABAC1	1435.0
ATP1A3	1.0
GRIK5	14.0
ZNF574	65.0
POU2F2	10.0
DEDD2	162.0
ZNF526	55.0
GSK3A	130.0
ERF	304.0
CIC	266.0
PAFAH1B3	435.0
PRR19	3.0
TMEM145	2.0
MEGF8	59.0
CNFN	31.0
LIPE	6.0
CXCL17	7.0
CEACAM1	31.0
CEACAM8	0.0
PSG3	0.0
PSG8	0.0
PSG1	0.0
PSG6	0.0
PSG7	0.0
PSG11	0.0
PSG2	2.0
PSG5	2.0
PSG4	1.0
PSG9	0.0
CD177	0.0
TEX101	0.0
LYPD3	23.0
PHLDB3	47.0
ETHE1	603.0
ZNF575	14.0
XRCC1	113.0
PINLYP	11.0
IRGQ	189.0
ZNF576	144.0
SRRM5	4.0
ZNF428	279.0
CADM4	69.0
PLAUR	478.0
IRGC	0.0
SMG9	192.0
KCNN4	32.0
LYPD5	8.0
ZNF283	38.0
ZNF404	48.0
ZNF45	51.0
ZNF221	2.0
ZNF155	19.0
ZNF230	41.0
ZNF222	30.0
ZNF223	40.0
ZNF284	17.0
ZNF224	181.0
ZNF225	19.0
ZNF234	29.0
ZNF226	204.0
ZNF227	38.0
ZNF235	18.0
ZNF233	12.0
ZNF112	24.0
ZNF285	6.0
ZNF229	48.0
ZNF180	98.0
CEACAM20	0.0
IGSF23	4.0
PVR	68.0
CEACAM19	10.0
CEACAM16	1.0
BCL3	147.0
CBLC	79.0
BCAM	998.0
NECTIN2	723.0
TOMM40	241.0
APOE	2745.0
APOC1	1540.0
APOC4	1.0
APOC2	321.0
CLPTM1	284.0
RELB	167.0
CLASRP	203.0
ZNF296	6.0
GEMIN7	187.0
MARK4	67.0
PPP1R37	101.0
NKPD1	2.0
TRAPPC6A	928.0
BLOC1S3	19.0
EXOC3L2	7.0
CKM	0.0
KLC3	54.0
ERCC2	82.0
PPP1R13L	100.0
POLR1G	37.0
ERCC1	356.0
FOSB	4.0
RTN2	117.0
PPM1N	13.0
VASP	500.0
OPA3	62.0
GPR4	9.0
EML2	64.0
GIPR	3.0
SNRPD2	4252.0
QPCTL	29.0
FBXO46	33.0
MEIOSIN	0.0
SIX5	111.0
DMPK	29.0
DMWD	78.0
RSPH6A	0.0
SYMPK	209.0
FOXA3	3.0
IRF2BP1	20.0
MYPOP	68.0
NANOS2	0.0
NOVA2	4.0
CCDC61	53.0
PGLYRP1	0.0
IGFL4	0.0
IGFL3	0.0
IGFL2	501.0
IGFL1	1.0
HIF3A	31.0
PPP5C	427.0
CCDC8	228.0
PNMA8C	0.0
PNMA8A	210.0
PNMA8B	25.0
CALM3	531.0
PTGIR	38.0
GNG8	2.0
DACT3	50.0
PRKD2	255.0
STRN4	107.0
FKRP	62.0
SLC1A5	417.0
AP2S1	1202.0
ARHGAP35	158.0
NPAS1	3.0
TMEM160	59.0
ZC3H4	93.0
SAE1	151.0
BBC3	48.0
CCDC9	53.0
INAFM1	34.0
C5AR1	157.0
C5AR2	61.0
DHX34	44.0
MEIS3	49.0
SLC8A2	0.0
KPTN	68.0
NAPA	162.0
ZNF541	4.0
BICRA	42.0
EHD2	141.0
NOP53	585.0
SELENOW	2794.0
TPRX1	0.0
CRX	1.0
TPRX2	0.0
SULT2A1	0.0
BSPH1	0.0
ELSPBP1	0.0
CABP5	0.0
PLA2G4C	18.0
LIG1	78.0
ZSWIM9	32.0
CARD8	83.0
ZNF114	14.0
ODAD1	2.0
EMP3	257.0
TMEM143	10.0
SYNGR4	0.0
KDELR1	528.0
GRIN2D	3.0
GRWD1	98.0
KCNJ14	5.0
CYTH2	167.0
LMTK3	6.0
SULT2B1	3.0
FAM83E	24.0
SPACA4	0.0
RPL18	7229.0
SPHK2	48.0
DBP	59.0
CA11	83.0
NTN5	0.0
FUT2	35.0
MAMSTR	19.0
RASIP1	15.0
IZUMO1	0.0
FUT1	33.0
FGF21	0.0
BCAT2	91.0
HSD17B14	90.0
PLEKHA4	73.0
PPP1R15A	101.0
TULP2	0.0
NUCB1	319.0
DHDH	2.0
BAX	180.0
FTL	13174.0
GYS1	87.0
RUVBL2	315.0
LHB	0.0
ENSG00000268655	0.0
CGB3	0.0
CGB2	0.0
CGB1	0.0
CGB5	0.0
CGB8	0.0
CGB7	0.0
NTF4	10.0
KCNA7	0.0
SNRNP70	422.0
LIN7B	54.0
C19orf73	15.0
PPFIA3	68.0
HRC	2.0
TRPM4	81.0
SLC6A16	4.0
CD37	62.0
TEAD2	97.0
DKKL1	12.0
KASH5	1.0
PTH2	0.0
GFY	0.0
SLC17A7	0.0
PIH1D1	263.0
ALDH16A1	71.0
FLT3LG	27.0
RPL13A	21851.0
RPS11	9114.0
FCGRT	848.0
RCN3	336.0
NOSIP	304.0
PRRG2	77.0
PRR12	39.0
RRAS	265.0
SCAF1	49.0
IRF3	195.0
BCL2L12	73.0
PRMT1	552.0
ADM5	20.0
CPT1C	12.0
TSKS	0.0
AP2A1	228.0
FUZ	59.0
MED25	175.0
PTOV1	411.0
PNKP	93.0
AKT1S1	117.0
TBC1D17	53.0
IL4I1	194.0
NUP62	147.0
ATF5	100.0
SIGLEC11	4.0
SIGLEC16	6.0
VRK3	60.0
ZNF473	40.0
IZUMO2	0.0
MYH14	109.0
KCNC3	7.0
NR1H2	156.0
NAPSA	13.0
POLD1	67.0
SPIB	7.0
MYBPC2	1.0
GARIN5A	13.0
EMC10	687.0
JOSD2	176.0
ASPDH	0.0
LRRC4B	9.0
SYT3	0.0
C19orf81	1.0
SHANK1	6.0
CLEC11A	167.0
GPR32	0.0
SMIM47	0.0
ACP4	0.0
KLK1	9.0
KLK15	0.0
KLK3	0.0
KLK2	0.0
KLK4	1.0
KLK5	110.0
KLK6	605.0
KLK7	447.0
KLK8	934.0
KLK9	0.0
KLK10	207.0
KLK11	405.0
KLK12	0.0
KLK13	1.0
KLK14	0.0
CTU1	24.0
SIGLEC9	16.0
SIGLEC7	18.0
CD33	27.0
SIGLECL1	0.0
IGLON5	11.0
VSIG10L	7.0
ETFB	470.0
CLDND2	4.0
NKG7	34.0
LIM2	0.0
C19orf84	0.0
SIGLEC10	29.0
SIGLEC8	1.0
CEACAM18	0.0
SIGLEC12	0.0
SIGLEC6	0.0
ZNF175	21.0
SIGLEC5	10.0
SIGLEC14	13.0
SPACA6	50.0
HAS1	22.0
FPR1	82.0
FPR2	8.0
FPR3	106.0
ZNF577	60.0
ZNF649	42.0
ZNF613	18.0
ZNF350	37.0
ZNF615	23.0
ZNF614	43.0
ZNF432	40.0
ZNF841	10.0
ZNF616	23.0
ZNF836	18.0
PPP2R1A	410.0
ZNF766	80.0
ZNF480	55.0
ZNF610	21.0
ZNF880	42.0
ZNF528	63.0
ZNF534	1.0
ZNF578	2.0
ZNF808	27.0
ZNF701	30.0
ZNF83	183.0
ENSG00000269825	1.0
ZNF611	13.0
ZNF600	37.0
ZNF28	110.0
ZNF468	59.0
ZNF320	107.0
ZNF888	38.0
ZNF816	20.0
ERVV-1	0.0
ERVV-2	0.0
ZNF160	64.0
ZNF415	31.0
ZNF347	41.0
ZNF665	7.0
ZNF677	55.0
VN1R2	0.0
VN1R4	0.0
FAM90A27P	0.0
ZNF845	31.0
ZNF525	24.0
ZNF765	45.0
ZNF761	53.0
ZNF813	33.0
ZNF331	124.0
DPRX	0.0
NLRP12	4.0
MYADM	351.0
PRKCG	5.0
CACNG7	0.0
CACNG8	1.0
CACNG6	1.0
VSTM1	1.0
TARM1	0.0
OSCAR	42.0
NDUFA3	896.0
TFPT	347.0
PRPF31	415.0
CNOT3	186.0
LENG1	106.0
TMC4	306.0
MBOAT7	540.0
TSEN34	437.0
RPS9	14347.0
LILRB3	60.0
LILRA6	21.0
LILRB5	8.0
LILRB2	67.0
LILRA5	6.0
LILRA4	1.0
LAIR1	107.0
TTYH1	56.0
LENG8	88.0
LENG9	16.0
CDC42EP5	37.0
LAIR2	0.0
LILRA2	22.0
LILRA1	6.0
LILRB1	91.0
LILRB4	110.0
KIR3DL3	0.0
KIR2DL3	0.0
KIR2DL1	0.0
KIR2DL4	0.0
KIR3DL1	0.0
KIR2DS4	0.0
KIR3DL2	0.0
FCAR	3.0
NCR1	0.0
NLRP7	0.0
NLRP2	143.0
GP6	4.0
RDH13	215.0
EPS8L1	649.0
PPP1R12C	314.0
TNNT1	1343.0
TNNI3	284.0
DNAAF3	33.0
SYT5	12.0
PTPRH	38.0
TMEM86B	15.0
PPP6R1	246.0
HSPBP1	193.0
BRSK1	25.0
TMEM150B	1.0
KMT5C	99.0
COX6B2	2.0
GARIN5B	0.0
IL11	13.0
TMEM190	12.0
TMEM238	93.0
RPL28	11085.0
UBE2S	405.0
SHISA7	0.0
ISOC2	827.0
C19orf85	0.0
ZNF628	33.0
NAT14	175.0
SSC5D	132.0
SBK2	0.0
SBK3	0.0
ZNF579	163.0
FIZ1	34.0
ZNF524	103.0
ZNF865	33.0
ZNF784	62.0
ZNF580	48.0
ZNF581	211.0
CCDC106	95.0
U2AF2	249.0
EPN1	194.0
NLRP9	0.0
RFPL4A	0.0
RFPL4AL1	0.0
NLRP11	0.0
NLRP4	0.0
NLRP13	0.0
NLRP8	0.0
NLRP5	0.0
ZNF787	155.0
ZNF444	86.0
GALP	17.0
ZSCAN5B	0.0
ZSCAN5C	0.0
ZSCAN5A	19.0
EDDM13	0.0
ZNF582	11.0
ZNF583	19.0
ZNF667	44.0
ZNF471	47.0
ZFP28	42.0
ZNF470	25.0
ZNF71	39.0
SMIM17	4.0
ZNF835	2.0
ZIM2	0.0
PEG3	10.0
USP29	0.0
ZIM3	0.0
DUXA	0.0
ZNF264	102.0
AURKC	5.0
ZNF805	26.0
ZNF460	10.0
ZNF543	11.0
ZNF304	68.0
ZNF547	43.0
TRAPPC2B	168.0
ZNF548	71.0
ZNF17	16.0
ZNF749	188.0
VN1R1	1.0
ZNF772	79.0
ZNF419	76.0
ZNF773	19.0
ZNF549	47.0
